name,relation,value
阿尔泰山楂,物候期,花期5至6月，果期8至9月
阿尔泰乳菀,生活型,多年生草本
阿尔泰乳菀,物候期,花期7至9月
阿尔泰蓍,生活型,多年生草本
阿尔泰蓍,物候期,花果期7至9月
阿尔泰薹草,物候期,花果期6至8月
阿尔泰葶苈,生活型,多年生丛生草本
阿尔泰葶苈,生长型,簇生
阿尔泰葶苈,物候期,花期6至7月
阿尔泰铁角蕨,生长型,簇生
阿尔泰兔唇花,生活型,多年生植物
阿尔泰兔唇花,物候期,花期7月，果期9月
阿尔泰亚麻,生活型,多年生草本
阿尔泰亚麻,物候期,花期6至7月，果期7至8月
阿尔泰莴苣,生活型,二年生草本
阿尔泰莴苣,物候期,花果期8至9月
阿尔泰羊茅,生活型,多年生
阿尔泰羊茅,物候期,花果期7至9月
阿尔泰乌头,物候期,8至9月初开花
阿尔泰野豌豆,生活型,多年生草本
阿尔泰野豌豆,物候期,花果期6至9月
阿尔泰银莲花,物候期,3月至5月开花
阿尔泰蝇子草,生活型,亚灌木状草本
阿尔泰蝇子草,物候期,花期6至7月，果期7至8月
阿尔泰郁金香,物候期,花期5月，果期6至7月
藤春,生活型,乔木
藤春,物候期,花期1至9月，果期9月至翌年春季
罂粟,生活型,一年生草本
罂粟,物候期,花果期3至11月
阿富汗杨,生活型,中等乔木
阿富汗杨,物候期,花期4至5月，果期6月
喀什阿富汗杨,生活型,一、二年生枝、叶柄及果序轴有绒毛
阿富汗早熟禾,生活型,多年生
阿富汗早熟禾,物候期,花果期5至8月
猪毛蒿,生活型,多年生草本或近一、二年生草本
猪毛蒿,物候期,花果期7至10月
猪毛蒿,生活型,北温带与高寒地区为一、二年生草本
猪毛蒿,生长型,单生
猪毛蒿,生活型,稍温暖地区则为多年生草本
落新妇,生活型,多年生草本
落新妇,物候期,花果期6至9月
攀枝莓,生长型,簇生
攀枝莓,物候期,花期5至6月，果期7至8月
糖胶树,生活型,乔木
糖胶树,物候期,花期6至11月，果期10月至翌年4月
圆头蒿,生长型,簇生
圆头蒿,物候期,花果期7至10月
蜀葵,生活型,二年生直立草本
蜀葵,物候期,花期2至8月
阿克塞蒿,生活型,半灌木状草本
阿克赛钦雪灵芝,生活型,多年生垫状草本
阿克赛钦雪灵芝,物候期,花期7月
阿克苏黄耆,生活型,多年生草本
阿克苏黄耆,物候期,花期6至7月，果期7至8月
阿宽蕉,生活型,直立散生草本
阿克陶齿缘草,生活型,多年生草本
阿拉伯黄背草,生活型,多年生草本
阿拉伯黄背草,物候期,花果期6至9月
阿拉伯胶树,生活型,小乔木
阿拉伯金合欢,生活型,小乔木或乔木
阿拉伯婆婆纳,生活型,铺散多分枝草本
阿拉伯婆婆纳,物候期,花期3至5月
褐斑苜蓿,生活型,一年生草本
褐斑苜蓿,物候期,花期3至5月，果期5至6月
阿拉善单刺蓬,生活型,一年生草本
阿拉善单刺蓬,生长型,单生
中亚天仙子,生活型,一年生草本
中亚天仙子,物候期,花果期4至8月
阿拉善点地梅,生活型,多年生草本
阿拉善点地梅,生活型,当年生叶丛位于枝端
阿拉善点地梅,生长型,顶生
阿拉善点地梅,物候期,花期5至6月
阿拉善独行菜,生活型,一年或二年生草本
阿拉善独行菜,物候期,花果期6至8月
阿拉善黄耆,生活型,多年生草本
阿拉善黄耆,物候期,花期6月，未见成熟荚果
阿拉善风毛菊,生活型,多年生草本
阿拉善风毛菊,物候期,花果期7至9月
阿拉善沙拐枣,物候期,花果期6至8月
阿拉善杨,生活型,乔木
黑蒿,生活型,一年生草本
黑蒿,物候期,花果期8至11月
小叶锦鸡儿,物候期,花期5至6月，果期7至8月
阿拉套大戟,生活型,多年生草本
阿拉套黄耆,生活型,多年生草本
阿拉套黄耆,物候期,花期5至7月，果期7至8月
阿拉套棘豆,生活型,多年生草本
阿拉套棘豆,物候期,花期6至7月，果期7至8月
阿拉套麻花头,生活型,多年生草本
阿拉套麻花头,物候期,花果期8至9月
三色堇,生活型,一、二年生或多年生草本
三色堇,生长型,对生
三色堇,物候期,花期4至7月，果期5至8月
阿拉套早熟禾,生活型,多年生
阿拉套早熟禾,生长型,顶生
阿拉套早熟禾,物候期,花果期7至8月
阿拉套婆婆纳,物候期,花期7至8月
阿拉套羊茅,生活型,多年生
阿拉套羊茅,物候期,花果期8至9月
阿勒泰灯心草,生活型,一年生草本
阿勒泰灯心草,物候期,花期6至7月，果期7至8月
小花阿赖山黄耆,生活型,多年生草本
小花阿赖山黄耆,物候期,花期6至7月，果期7至8月
阿勒泰橐吾,生活型,多年生灰绿色或蓝绿色草本
阿勒泰橐吾,物候期,花果期6至8月
山草椒,生活型,多年生、无毛草本
山草椒,物候期,花期10至11月
阿里黄精,物候期,花期5月
阿里山鸢尾兰,物候期,花期2至6月
阿里山连蕊茶,生长型,顶生
阿里山冬青,生活型,常绿小乔木
阿里山冬青,物候期,果期6月
阿里山杜鹃,物候期,花期不明，果期7月
深绿短肠蕨,生长型,簇生
灰绿耳蕨,生长型,簇生
灰绿耳蕨,生长型,侧生
阿里山鹅耳枥,生活型,乔木
阿里山繁缕,生活型,铺地多年生草本
阿里山繁缕,生长型,单生
台湾虾脊兰,物候期,花期12月至次年3月
阿里山剪股颖,生活型,多年生草本
阿里山菊,生活型,多年生草本
阿里山落新妇,生活型,多年生草本
阿里山落新妇,物候期,花期7至8月
阿里山龙胆,生活型,多年生草本
阿里山龙胆,物候期,花果期8至10月
阿里山南星,物候期,花期6月
阿里山清风藤,生活型,聚伞花序有花1至2朵
阿里山清风藤,物候期,花期4月，果期7至8月
总梗女贞,生活型,灌木或小乔木
总梗女贞,生活型,枝开展
总梗女贞,生长型,簇生
总梗女贞,物候期,花期5至7月，果期8至12月
阿里山全唇兰,物候期,花期5至8月
阿里山十大功劳,物候期,花期8至11月，果期11月至翌年5月
阿里山鼠尾草,生活型,一年生草本
阿里山鼠尾草,生长型,顶生
阿里山鼠尾草,物候期,花、果期4至5月
阿里山薹草,物候期,花果期4至6月
阿里山蹄盖蕨,生长型,簇生
白花线柱兰,物候期,花期2至4月
阿里山五味子,物候期,花期4至5月，果期8月
茵芋,物候期,花期3至5月，果期9至11月
阿里山榆,生活型,落叶乔木
阿里山榆,生活型,当年生枝无毛或近无毛
阿里山榆,生活型,花在去年生枝上排成簇状聚伞花序
阿里山榆,物候期,花果期3至4月
全唇叉柱兰,物候期,花期3月
阿里山獐牙菜,生活型,一年生高大草本
阿里山獐牙菜,物候期,花果期10至11月
阿里山羊耳蒜,生活型,地生草本
阿里山羊耳蒜,物候期,花期5月
篦子三尖杉,物候期,花期3至4月，种子8至10月成熟
大叶酸藤子,生活型,攀援灌木或小乔木状
大叶酸藤子,物候期,花期4至5月，稀8月，果期9至12月
链珠藤,生长型,顶生
链珠藤,物候期,花期4至9月，果期5至11月
阿玛早熟禾,生活型,多年生
阿玛早熟禾,物候期,花果期7至8月
地檀香,生活型,常绿灌木或小乔木
地檀香,物候期,花期4至7月，果期8至11月
阿洛马先蒿,生活型,多年生
阿洛马先蒿,生长型,对生
阿洛马先蒿,物候期,花期7月
尾叶白珠,生活型,常绿灌木或小乔木
尾叶白珠,物候期,花期5至7月，果期8至10月
阿米芹,生活型,二年生草本
阿米芹,物候期,花期6月，果期7至8月
阿米芹属,生活型,一、二年生草本
阿穆尔莎草,物候期,花果期7至10月
深裂山葡萄,物候期,花期5至6月，果期7至9月
阴香,生活型,乔木
阿诺早熟禾,生活型,多年生
阿诺早熟禾,物候期,花期5至7月
全缘叶绿绒蒿,生活型,一年生至多年生草本
全缘叶绿绒蒿,物候期,花果期5至11月
阿齐薹草,物候期,花果期4至6月
金珠柳,生活型,灌木或小乔木
金珠柳,物候期,花期2至4月，果期10至12月
阿萨姆蓼,生活型,一年生草本
阿萨姆天胡荽,生活型,草本
阿萨姆天胡荽,物候期,花果期7至8月
阿萨姆鳞毛蕨,生长型,簇生
阿山黄堇,生活型,多年生丛生草本
东北丝裂蒿,生活型,多年生草本或为半灌木状
东北丝裂蒿,物候期,花果期7至10月
阿魏属,生活型,多年生一次结果或多次结果的草本
盆架树,生活型,常绿乔木
盆架树,物候期,花期4至7月，果期8至12月
阿洼早熟禾,生活型,多年生
阿洼早熟禾,物候期,花期7至8月
阿西棘豆,生活型,多年生草本
阿西棘豆,物候期,花期6至8月，果期7至9月
阿扬蓼,生活型,多年生草本
染用卫矛,生活型,乔木
绿叶线柱兰,物候期,花期9月
阿玉碎米荠,生活型,多年生纤细草本
阿玉碎米荠,物候期,花期6月
阿月浑子,生活型,小乔木
黑虎耳草,生活型,多年生草本
黑虎耳草,物候期,花期7至8月
阿扎蝇子草,生活型,多年生草本
阿扎蝇子草,物候期,花期8月，果期8至9月
叉枝虎耳草,生活型,多年生草本
叉枝虎耳草,物候期,花期7至8月
尼泊尔绿绒蒿,生活型,一年生草本
尼泊尔绿绒蒿,物候期,花果期6至9月
埃及白酒草,生活型,一年生草本
印度田菁,生活型,灌木状草本
埃及车轴草,生活型,一年生草本
埃及车轴草,物候期,花期4至5月，果期5至6月
糖茶藨子,物候期,花期4至6月，果期7至8月
刺柏,生活型,乔木
矮扁莎,生活型,一年生草本
矮扁莎,物候期,花果期8至11月
矮扁桃,生活型,枝条直立开展
矮扁桃,生长型,互生
矮扁桃,物候期,花期4至5月，果期6至7月
雪山鼠尾草,生活型,多年生草本
雪山鼠尾草,物候期,花期7至10月
矮菜棕,物候期,花果期11月
矮藨草,物候期,花果期5月
矮糙苏,生活型,多年生草本
矮糙苏,物候期,花期7月
矮滨蒿,生活型,二年生草本
矮滨蒿,物候期,花果期8至10月
矮草沙蚕,生活型,多年生
矮草沙蚕,物候期,花期7月
紫金牛,物候期,花期5至6月，果期11至12月，有时5至6月仍有果
矮狐尾藻,生活型,多年生水生草本
矮茶藨子,物候期,花期5至6月，果期7至8月
九节龙,物候期,花期5至7月，罕见于12月，果期与花期相近
两广铁角蕨,生长型,簇生
矮垂头菊,生活型,多年生草本
矮垂头菊,物候期,花果期7至11月
矮刺苏属,生活型,矮小草本
矮刺苏,生活型,一年生矮小草本
矮刺苏,物候期,花期4至5月，果期5月
矮慈姑,生活型,一年生
矮齿缘草,生活型,多年生草本
矮齿缘草,物候期,花果期7至8月
矮丛光蒿,生活型,多年生草本
矮丛光蒿,物候期,花果期8至10月
矮丛蒿,生活型,多年生、矮生草本
矮丛蒿,物候期,花果期8至10月
矮醋栗,物候期,花期5至6月，果期7至8月
矮大戟,生活型,多年生小草本
矮大戟,物候期,花果期5至6月
矮灯心草,生活型,多年生草本
矮灯心草,物候期,花期6至7月，果期7至8月
矮翠雀花,物候期,9月开花
矮大叶藻,生活型,多年生草本
矮大叶藻,物候期,花果期6至9月
矮大黄,生活型,矮小粗壮草本
矮地榆,生活型,多年生草本
矮地榆,物候期,花果期6至9月
地枫皮,生长型,簇生
地枫皮,物候期,花期4至5月，果期8至10月
矮冬青,生活型,常绿灌木或小乔木
矮冬青,生活型,叶生于1至3年生枝上
矮冬青,生活型,花序簇生于二年生枝的叶腋内
岩上珠,生活型,矮小草本
矮粉背蕨,生长型,簇生
五岭龙胆,生活型,多年生草本
五岭龙胆,物候期,花果期（6）8至11月
矮高山栎,生长型,簇生
矮高山栎,物候期,花期5至6月，果期翌年9月
山棕,物候期,花期5至6月，果期11至12月
茄,生活型,直立分枝草本至亚灌木
狭叶虾脊兰,物候期,花期9月
矮孩儿草,生活型,矮小草本
矮黑三棱,生活型,多年生水生或沼生矮小草本
矮黑三棱,物候期,花果期7至9月
矮蒿,生活型,多年生草本
矮蒿,物候期,花果期8至10月
滇藏杜鹃,物候期,花期6至7月，果期8至10月
平枝栒子,物候期,花期5至6月，果期9至10月
矮胡麻草,生活型,柔弱草本
矮胡麻草,物候期,花果期7至10月
矮虎耳草,生活型,多年生草本
矮虎耳草,物候期,花果期6至9月
矮桦,生活型,灌木或小乔木
矮黄堇,生活型,丛生草本
矮灰毛豆,生活型,一年生或多年生草本
矮火绒草,生活型,多年生草本
矮火绒草,物候期,花期5至6月，果期5至7月
矮假龙胆,生活型,一年生草本
矮假龙胆,物候期,花果期7至8月
矮碱茅,生活型,多年生
矮碱茅,物候期,花果期6至8月
矮棘豆,生活型,多年生草本
矮棘豆,物候期,花期6至7月，果期8至9月
矮箭竹,物候期,笋期7至9月
矮角盘兰,物候期,花期7至8月
矮姜花,物候期,花期：2月
矮脚锦鸡儿,生长型,簇生
矮脚锦鸡儿,物候期,花期4至5月，果期6月
黑足蹄盖蕨,生长型,簇生
矮锦鸡儿,物候期,花期5月，果期6月
矮金莲花,物候期,6至7月开花，8月结果
单花脆蒴报春,生活型,多年生小草本
单花脆蒴报春,生长型,顶生
单花脆蒴报春,物候期,花期7月
独脚金,生活型,一年生半寄生草本
糙葶韭,物候期,花果期6月底至9月
矮爵床,生活型,矮小直立草本
罗勒,生活型,一年生草本
罗勒,物候期,花期通常7至9月，果期9至12月
矮蓝刺头,生活型,多年生草本
矮蓝刺头,生长型,单生
丝毛蓝刺头,生活型,一年生草本
丝毛蓝刺头,物候期,花果期6至7月
矮棱子芹,生活型,多年生小草本
矮棱子芹,物候期,花期8月
矮冷水花,生活型,一年生小草本
齿叶矮冷水花,物候期,花期4至5月，果期5至7月
矮蓼,生活型,一年生草本矮小草本
灌丛报春,生活型,多年生草本
灌丛报春,物候期,花期5月
矮龙血树,物候期,花期不详，果期8月
矮裸柱草,生活型,草本
矮龙胆,生活型,多年生草本
矮龙胆,物候期,花果期8至10月
矮落芒草,生活型,多年生矮小草本
矮落芒草,物候期,花果期6至8月
矮马先蒿,生活型,多年生草本
矮马先蒿,物候期,花期7月
矮芒毛苣苔,生长型,轮生
矮芒毛苣苔,生长型,簇生
矮芒毛苣苔,物候期,花期9一翌年1月
矮毛茛,生活型,多年生小草本
小叶安息香,物候期,花期5至7月，果期8至10月
矮木蓝,物候期,花期5月
矮飘拂草,物候期,花果期8月
矮前胡,生活型,多年生草本
矮前胡,物候期,花期8月，果期9月
海州蒿,生活型,多年生草本
海州蒿,物候期,花果期8至10月
矮青木,物候期,花期第一次2至5月，第二次7至10月
矮青木,物候期,果期第一次5至8月，第二次9月至翌春
矮琼棕,生长型,对生
矮琼棕,物候期,花期4至5月，果期8月
矮全唇兰,物候期,花期7至8月
矮伞芹属,生活型,多年生草本
矮箬竹,物候期,花期2月，笋期不详
矮莎草,生活型,一年生草本
