黄精叶钩吻,治跌打损伤   Disease:跌打损伤 
短梗南蛇藤,治蛇咬伤及肿毒   Disease:蛇咬伤 Disease:肿毒 
短梗南蛇藤,树皮及叶做农药   Disease:树皮 Disease:做农药 
丛花山矾,治癣疥   Disease:癣疥 
粗梗水蕨,治胎毒   Disease:胎毒 
粗梗水蕨,消痰积   Disease:消痰积 
粗毛淫羊藿,治疗阳痿   Disease:疗阳痿 
粗毛淫羊藿,小便失禁   Disease:小便失禁 
粗毛淫羊藿,风湿痛   Disease:风湿痛 
粗毛淫羊藿,虚劳久咳等症   Disease:虚劳久咳 
粗叶榕,治风气   Disease:风气 
粗叶榕,去红肿   Disease:去红肿 
粗叶榕,植物名实图考   Disease:植物名实 
催吐萝芙木,治发高烧   Disease:发高烧 
催吐萝芙木,消化不良   Disease:消化不良 
催吐萝芙木,疥癣   Disease:疥癣 
催吐萝芙木,治腹痛和作腹泻药   Disease:腹痛 Disease:腹泻药 
寸金草,治牙痛   Disease:牙痛 
寸金草,小儿疳积   Disease:小儿疳积 
寸金草,风湿跌打   Disease:风湿跌打 
寸金草,消肿活血   Disease:消肿活血 
寸金草,煎水服可退烧   Disease:煎水 Disease:退烧 
寸金草,其籽可壮阳   Disease:壮阳 
七层楼,治小儿惊风   Disease:小儿惊风 
七层楼,白喉   Disease:白喉 
七层楼,跌打损伤   Disease:跌打损伤 
七层楼,关节肿痛和蛇咬伤等   Disease:关节肿痛 Disease:蛇咬伤 
石香薷,治中暑发热   Disease:中暑发热 
石香薷,感冒恶寒   Disease:感冒恶寒 
石香薷,胃痛呕吐   Disease:胃痛呕吐 
石香薷,急性肠胃炎   Disease:急性肠胃炎 
石香薷,痢疾   Disease:痢疾 
石香薷,跌打瘀痛   Disease:跌打瘀痛 
石香薷,下肢水肿   Disease:下肢水肿 
石香薷,颜面浮肿   Disease:颜面浮肿 
石香薷,消化不良   Disease:消化不良 
石香薷,皮肤湿疹搔痒   Disease:皮肤湿疹搔痒 
石香薷,多发性疖肿   Disease:多发性疖肿 
石香薷,此外亦为   Disease:此外 
七叶树科,治疾病   Disease:疾病 
毛果算盘子,治漆树过敏   Disease:漆树过敏 
毛果算盘子,剥脱性皮炎   Disease:剥脱性皮炎 
毛果算盘子,19麻疹   Disease:19麻疹 
毛果算盘子,肠炎   Disease:肠炎 
毛果算盘子,痢疾   Disease:痢疾 
毛果算盘子,脱肛   Disease:脱肛 
毛果算盘子,牙痛   Disease:牙痛 
毛果算盘子,咽喉炎   Disease:咽喉炎 
毛果算盘子,乳腺炎   Disease:乳腺炎 
毛果算盘子,白带   Disease:白带 
毛果算盘子,月经过多   Disease:月经过多 
毛果算盘子,皮肤湿疹   Disease:皮肤湿疹 
毛果算盘子,稻田性皮炎等   Disease:稻田性皮炎 
漆姑虎耳草,治肝炎   Disease:肝炎 
漆姑虎耳草,胆囊炎等病   Disease:胆囊炎 
奇蒿,治疗肠   Disease:疗肠 
奇蒿,胃及妇疾患   Disease:妇疾患 
奇蒿,近年亦用于   Disease:近年 
铁海棠,治瘀痛   Disease:瘀痛 
铁海棠,骨折及恶疮等   Disease:骨折 Disease:恶疮 
麒麟叶,治跌打损伤   Disease:跌打损伤 
麒麟叶,风湿关节   Disease:风湿关节 
麒麟叶,痈肿疮毒   Disease:痈肿疮毒 
千根草,治菌痢   Disease:菌痢 
千根草,肠炎   Disease:肠炎 
千根草,腹泻等   Disease:腹泻 
香叶树,治疗跌打损伤及牛马癣疥等   Disease:疗跌打损伤 Disease:牛马癣疥 
续随子,治癣疮类   Disease:癣疮类 
天葵,治疗疮疖肿   Disease:疗疮疖肿 
天葵,乳腺炎   Disease:乳腺炎 
天葵,扁桃体炎   Disease:扁桃体炎 
天葵,淋巴结核   Disease:淋巴结核 
天葵,跌打损伤等症   Disease:跌打损伤 
天葵,治蚜虫   Disease:蚜虫 
天葵,红蜘蛛   Disease:红蜘蛛 
天葵,稻螟等虫害   Disease:稻螟 Disease:虫害 
天葵,中国土农药志   Disease:中国 Disease:农药 
千屈菜,治肠炎   Disease:肠炎 
千屈菜,痢疾   Disease:痢疾 
千屈菜,便血   Disease:便血 
大花金挖耳,治吐血药服用   Disease:吐血药 
小蜡,治吐血   Disease:吐血 
小蜡,牙痛   Disease:牙痛 
小蜡,口疮   Disease:口疮 
小蜡,咽喉痛等   Disease:咽喉痛 
黔北淫羊藿,治阳痿早泄   Disease:阳痿早 
黔北淫羊藿,腰酸腿痛   Disease:腰酸腿痛 
黔北淫羊藿,目眩耳鸣等症   Disease:目眩耳鸣 
香港大沙叶,治感冒发热   Disease:感冒发热 
香港大沙叶,中暑   Disease:中暑 
香港大沙叶,肝炎   Disease:肝炎 
香港大沙叶,跌打刀伤   Disease:跌打刀伤 
羌活属,治风寒感冒   Disease:风寒感冒 
羌活属,风湿性关节疼痛等症   Disease:风湿性关节疼痛 
荞麦,治高血压   Disease:高血压 
荞麦,视网膜出血   Disease:视网膜出血 
荞麦,肺出血   Disease:肺出血 
花葶乌头,治劳伤   Disease:劳伤 
花葶乌头,泡酒服用   Disease:泡酒 
花葶乌头,治刀伤   Disease:刀伤 
聚叶花葶乌头,治跌打损伤   Disease:跌打损伤 
聚叶花葶乌头,月经不调等症   Disease:月经不调 
聚叶花葶乌头,秦岭植物志   Disease:秦岭植物 
芹叶铁线莲,治胃包囊虫和肝包囊虫   Disease:胃包囊虫 Disease:肝包囊虫 
当归,治月经不调   Disease:月经不调 
当归,经闭腹痛   Disease:经闭腹痛 
当归,症瘕结聚   Disease:瘕结聚 
当归,崩漏   Disease:崩漏 
当归,血虚头痛   Disease:血虚头痛 
当归,眩晕   Disease:眩晕 
当归,痿痹   Disease:痿痹 
当归,肠燥便难   Disease:肠燥便难 
当归,赤痢后重   Disease:赤痢后重 
当归,痈疽疮疡   Disease:痈疽疮疡 
当归,跌打损伤   Disease:跌打损伤 
青海茄参,治肺脓肿   Disease:肺脓肿 
青灰叶下珠,治小儿疳积病   Disease:小儿疳积病 
清风藤,治风湿   Disease:风湿 
清风藤,鹤膝   Disease:鹤膝 
清风藤,麻痹等症   Disease:麻痹 
密花素馨,治皮肤瘙痒   Disease:皮肤瘙痒 
秋枫,治无名肿毒   Disease:无名肿毒 
秋枫,治风湿骨痛   Disease:风湿骨痛 
秋枫,痢疾等   Disease:痢疾 
楸,治吐逆   Disease:吐逆 
楸,夺三虫及皮肤虫   Disease:夺三虫 Disease:皮肤虫 
楸,煎膏粘敷恶疮疽瘘   Disease:煎膏 Disease:恶疮疽瘘 
楸,痈肿疳痔   Disease:痈肿疳痔 
楸,治上气咳嗽   Disease:上气咳嗽 
楸,口吻生疮贴之   Disease:口吻生疮贴 
楸,颇易取效   Disease:颇易取效 
楸,本草纲目   Disease:纲目 
楸,治尿路结石   Disease:尿路结石 
楸,尿路感染   Disease:尿路感染 
楸,热毒疮廊   Disease:热毒疮廊 
楸,孕妇忌用   Disease:孕妇忌 
球穗千斤拔,治高热不退   Disease:高热不退 
球穗千斤拔,感冒   Disease:感冒 
球穗千斤拔,风湿性关节炎   Disease:风湿性关节炎 
球穗千斤拔,痛经   Disease:痛经 
球穗千斤拔,红   
球穗千斤拔,日痢   Disease:日痢 
石胡荽,治鼻炎   Disease:鼻炎 
石胡荽,跌打损伤等症   Disease:跌打损伤 
曲江远志,治疗咳嗽   Disease:疗咳嗽 
曲江远志,咽喉肿痛   Disease:咽喉肿痛 
曲江远志,小儿疳积   Disease:小儿疳积 
曲江远志,月径不调   Disease:月径不调 
曲序香茅,治疗疾病   Disease:疗疾病 
泰国大风子,治麻风病要药   Disease:麻风病 
泰国大风子,我国久已引用并进口   Disease:我国久已 
大白药,治外伤出血   Disease:外伤出血 
大白药,接骨   Disease:接骨 
大白药,疮毒等   Disease:疮毒 
全缘金粟兰,治风湿性关节炎   Disease:风湿性关节炎 
全缘金粟兰,菌痢   Disease:菌痢 
泉七,治刀枪伤   Disease:刀枪伤 
泉七,创伤出血   Disease:创伤出血 
泉七,蛇虫咬伤   Disease:蛇虫咬伤 
泉七,血栓性脉管炎   Disease:血栓性脉管炎 
泉七,疮疡肿毒   Disease:疮疡肿毒 
泉七,云南思茅   Disease:云南思茅 
雀舌草,治刀伤   Disease:刀伤 
髯花杜鹃,治气喘   Disease:气喘 
蘘荷,治腹痛气滞   Disease:腹痛气滞 
蘘荷,痈疽肿毒   Disease:痈疽肿毒 
蘘荷,跌打损伤   Disease:跌打损伤 
蘘荷,颈淋巴结核   Disease:颈淋巴结核 
蘘荷,大叶性肺炎   Disease:大叶性肺炎 
蘘荷,指头炎   Disease:指头炎 
蘘荷,腰痛   Disease:腰痛 
蘘荷,荨麻症   Disease:荨麻症 
蘘荷,并解草乌中毒   Disease:乌中毒 
蘘荷,治咳嗽   Disease:咳嗽 
蘘荷,配生香榧   Disease:配生香榧 
辽藁本,治风寒头痛   Disease:风寒头痛 
辽藁本,寒湿腹痛   Disease:寒湿腹痛 
辽藁本,泄泻   Disease:泄泻 
辽藁本,外用   
人参娃儿藤,治肚痛   Disease:肚痛 
人面子,治风毒痒痛   Disease:风毒痒痛 
人面子,喉痛等   Disease:喉痛 
灰毛大青,治毒疮   Disease:毒疮 
灰毛大青,风湿病   Disease:风湿病 
灰毛大青,有退热止痛的功效   Disease:有退热止痛 Disease:功效 
人心果,治热症   Disease:热症 
日本小檗,治结膜炎   Disease:结膜炎 
水竹叶,治蛇虫咬伤   Disease:蛇虫咬伤 
肉豆蔻,治虚泻冷痢   Disease:虚泻冷痢 
肉豆蔻,脘腹冷痛   Disease:脘腹冷痛 
肉豆蔻,呕吐等   Disease:呕吐 
肉豆蔻,治疗风湿痛等   Disease:疗风湿痛 
肉荚云实,治瘰癧等病症   Disease:瘰癧 
多枝唐松草,治目赤   Disease:目赤 
多枝唐松草,热痢   Disease:热痢 
多枝唐松草,黄疸等症   Disease:黄疸 
多枝唐松草,中国药用植物志   Disease:中国药 Disease:植物 
西藏吊灯花,治小儿蛔虫   Disease:小儿蛔虫 
吊灯树,治皮肤病   Disease:皮肤病 
蜡瓣花属,治慢性支气管炎   Disease:慢性支气管炎 
云南萝芙木,治疥癣   Disease:疥癣 
五叶铁线莲,治腹痛吐泻   Disease:腹痛吐泻 
五叶铁线莲,虚寒胃痛   Disease:虚寒胃痛 
五叶铁线莲,月经不调   Disease:月经不调 
五叶铁线莲,痛经   Disease:痛经 
五叶铁线莲,干血痨   Disease:干血痨 
五叶铁线莲,风湿麻木   Disease:风湿麻木 
五叶铁线莲,关节疼痛   Disease:关节疼痛 
五叶铁线莲,跌打损伤   Disease:跌打损伤 
五叶铁线莲,偏头痛   Disease:偏头痛 
五叶铁线莲,神经痛等   Disease:神经痛 
五叶铁线莲,云南药用植物名录   Disease:云南药 Disease:植物名录 
扬子毛茛,治疮毒   Disease:疮毒 
扬子毛茛,腹水浮肿   Disease:腹水浮肿 
萝卜,治初痢   Disease:初痢 
萝卜,并预防痢疾   Disease:预防痢疾 
兰香草,治毒蛇咬伤   Disease:毒蛇咬伤 
兰香草,疮肿   Disease:疮肿 
兰香草,湿疹等症   Disease:湿疹 
兰香草,治崩漏   Disease:崩漏 
兰香草,白带   Disease:白带 
兰香草,月经不调   Disease:月经不调 
蓝桉,治风湿   Disease:风湿 
蓝桉,扭伤等效   Disease:扭伤 
倒提壶,治黄胆之功效   Disease:黄胆之功效 
蓝侧金盏花,治疮疥和牛皮癣等皮肤病   Disease:疮疥 Disease:皮癣 Disease:皮肤病 
蓝侧金盏花,青藏高原药物图鉴   Disease:青藏高原药物图鉴 
木蓝,治肿毒   Disease:肿毒 
蓝花丹,治瘊子   Disease:瘊子 
岩白菜,治虚弱头晕   Disease:虚弱头晕 
岩白菜,劳伤咳嗽   Disease:劳伤咳嗽 
岩白菜,吐血   Disease:吐血 
岩白菜,咯血   Disease:咯血 
岩白菜,淋浊   Disease:淋浊 
岩白菜,白带及肿毒等   Disease:白带 Disease:肿毒 
蓝堇草,治疗心血管疾病   Disease:疗心血管疾病 
蓝堇草,有时用于   
郎伞木,治腰骨疼痛   Disease:腰骨疼痛 
郎伞木,跌打等症   Disease:跌打 
狼毒,治疥癣   Disease:疥癣 
四方麻,治红白痢疾   Disease:红白痢疾 
四方麻,喉痛   Disease:喉痛 
四方麻,目赤   Disease:目赤 
四方麻,黄肿   Disease:黄肿 
四方麻,淋病等   Disease:淋病 
虎尾草,治疮疖   Disease:疮疖 
虎尾草,刀伤   Disease:刀伤 
朗县虎耳草,治肺结核   Disease:肺结核 
朗县虎耳草,脓胸等   Disease:脓胸 
细柄凤仙花,治痨伤   Disease:痨伤 
细柄凤仙花,妇女气血不和   Disease:妇女气血不 
乌苏里鼠李,治稻瘟病   Disease:稻瘟病 
心萼薯,治小儿疳积   Disease:小儿疳积 
心萼薯,种子   Disease:种子 
喙果崖豆藤,治风湿关节痛   Disease:风湿关节痛 
毛茛,治疮癣   Disease:疮癣 
老虎须,治跌打瘀肿   Disease:跌打瘀肿 
老虎须,毒蛇咬伤等   Disease:毒蛇咬伤 
一品红,治跌打损伤   Disease:跌打损伤 
老牛筋,治肝炎   Disease:肝炎 
老牛筋,小儿疳积   Disease:小儿疳积 
铁包金,治跌打损伤和蛇咬伤   Disease:跌打损伤 Disease:蛇咬伤 
多被银莲花,治风湿性腰腿痛   Disease:风湿性腰腿痛 
多被银莲花,关节炎   Disease:关节炎 
多被银莲花,疮疖痈毒等症   Disease:疮疖痈毒 
多被银莲花,东北常用中草药手册   Disease:东北常 Disease:药手册 
老鸦糊,治小米丹   Disease:小米丹 
老鸦糊,裤带疮   Disease:裤带疮 
老鸦糊,血崩   Disease:血崩 
老鸦糊,《贵州民间药物》第一辑   Disease:《贵州民间药物》第一辑 
醉魂藤,治风湿   Disease:风湿 
醉魂藤,胎毒和疟疾等   Disease:胎毒 Disease:疟疾 
秃疮花,治风火牙痛   Disease:风火牙痛 
秃疮花,咽喉痛   Disease:咽喉痛 
秃疮花,扁桃体炎   Disease:扁桃体炎 
秃疮花,淋巴结核   Disease:淋巴结核 
秃疮花,秃疮   Disease:秃疮 
秃疮花,疮疖疥癣   Disease:疮疖疥癣 
秃疮花,痈疽   Disease:痈疽 
簕欓花椒,治多类痛症   Disease:多类痛症 
簕欓花椒,又作驱蛔虫剂   Disease:驱蛔虫剂 
岩藿香,治跌打红肿及风热咳嗽   Disease:跌打红肿 Disease:风热咳嗽 
藜科,治沙工作   Disease:沙工 
藜,治痢疾腹泻   Disease:痢疾 Disease:腹泻 
藜,治皮肤湿毒及周身发痒   Disease:皮肤湿毒 Disease:周身发痒 
小叶乌药,治跌打   Disease:跌打 
小叶乌药,也可代乌药   Disease:代乌药 
小叶乌药,作散寒理气健胃药   Disease:寒理气健胃药 
小叶乌药,但疗效差   Disease:但疗效差 
荔枝,治心气痛和小肠气痛   Disease:心气痛 Disease:小肠气痛 
圆果算盘子,治感冒发热   Disease:感冒发热 
圆果算盘子,暑热口渴   Disease:暑热口渴 
圆果算盘子,口腔炎等   Disease:口腔炎 
圆果算盘子,治刀伤出血   Disease:刀伤出血 
圆果算盘子,骨折   Disease:骨折 
圆果算盘子,治湿疹   Disease:湿疹 
圆果算盘子,疮疡溃烂等   Disease:疮疡 Disease:溃烂 
短尾铁线莲,治尿道感染   Disease:尿道感染 
短尾铁线莲,尿频   Disease:尿频 
短尾铁线莲,尿道痛   Disease:尿道痛 
短尾铁线莲,心烦尿赤   Disease:心烦尿赤 
短尾铁线莲,口舌生疮   Disease:口舌生疮 
短尾铁线莲,腹中胀满   Disease:腹中胀满 
短尾铁线莲,大便秘结   Disease:大便秘结 
短尾铁线莲,乳汁不通   Disease:乳汁不通 
短尾铁线莲,全国中草药汇编   Disease:全国中 Disease:药汇 
盾叶唐松草,治小儿抽风   Disease:小儿抽风 
盾叶唐松草,小儿白口疮   Disease:小儿白口疮 
盾叶唐松草,贵州草药   Disease:贵州 
连翘,治疗高血压   Disease:疗高血压 
连翘,痢疾   Disease:痢疾 
连翘,咽喉痛等效果较好   Disease:咽喉痛 
镰荚棘豆,治刀伤   Disease:刀伤 
镰荚棘豆,青海玉树藏族自   Disease:青海玉树藏族自 
两头毛,治跌打损伤   Disease:跌打损伤 
两头毛,风湿骨痛   Disease:风湿骨痛 
两头毛,月经不调   Disease:月经不调 
两头毛,痈肿   Disease:痈肿 
两头毛,胸肋疼痛   Disease:胸肋疼痛 
两头毛,治腹泻   Disease:腹泻 
两头毛,治牛马锅底癀   Disease:牛马锅底癀 
列当,治阳痿   Disease:阳痿 
列当,腰酸腿软   Disease:腰酸腿软 
列当,神经官能症及小儿腹泻等   Disease:神经官 Disease:小儿腹泻 
裂果薯,治牙痛等   Disease:牙痛 
裂果薯,治跌打   Disease:跌打 
裂果薯,疮疡肿毒   Disease:疮疡肿毒 
鳞花草,治眼病   Disease:眼病 
鳞花草,蛇伤   Disease:蛇伤 
鳞花草,伤口感染   Disease:伤口感染 
鳞花草,皮肤湿疹   Disease:皮肤湿疹 
灵香草,治感冒头痛   Disease:感冒头痛 
灵香草,齿痛   Disease:齿痛 
灵香草,胸闷腹胀   Disease:胸闷腹胀 
灵香草,驱蛔虫   Disease:驱蛔虫 
羊蹄甲,治咳嗽   Disease:咳嗽 
羊蹄甲,但根皮剧毒   Disease:皮剧毒 
羊蹄甲,忌服   
凌霄,治跌打损伤等症   Disease:跌打损伤 
琉璃草属,治急性肾炎   Disease:急性肾炎 
琉璃草属,月经不调   Disease:月经不调 
琉璃草属,肝炎   Disease:肝炎 
琉璃草属,白带及水肿   Disease:白带 Disease:水肿 
琉璃草属,治疗疮疖痛肿   Disease:疗疮疖痛肿 
琉璃草属,毒蛇咬伤及跌打损伤等   Disease:毒蛇咬伤 Disease:跌打损伤 
琉璃草,治疮疖痈肿   Disease:疮疖痈肿 
琉璃草,跌打损伤   Disease:跌打损伤 
琉璃草,毒蛇咬伤及黄胆   Disease:毒蛇咬伤 Disease:黄胆 
琉璃草,痢疾   Disease:痢疾 
琉璃草,尿痛及肺结核咳嗽   Disease:尿痛 Disease:肺结核咳嗽 
瘤毛獐牙菜,治疗黄疸型肝炎   Disease:疗黄疸型肝炎 
瘤毛獐牙菜,有显效   Disease:显效 
瘤毛獐牙菜,对菌痢   Disease:菌痢 
瘤毛獐牙菜,消化不良等症也有作用   Disease:消化不良 
柳穿鱼,治风湿性心脏病   Disease:风湿性心脏病 
柳穿鱼,《江苏医药》1975年第1期   Disease:《江苏医药 Disease:1975年第 
柳叶钝果寄生,治孕妇腰痛   Disease:孕妇腰痛 
柳叶钝果寄生,安胎等   Disease:安胎 
蒌蒿,治疗黄胆型或无黄胆型肝炎良好   Disease:疗黄胆型 Disease:无黄胆型肝炎 
六角莲,治毒蛇咬伤   Disease:毒蛇咬伤 
六角莲,痈   
六角莲,疮   
六角莲,疗   
六角莲,痨以及跌打损伤等   Disease:痨以 Disease:跌打损伤 
锈毛络石,治跌打损伤   Disease:跌打损伤 
细锥香茶菜,治刀伤   Disease:刀伤 
宜昌楼梯草,治火烫伤   Disease:火烫伤 
红花龙胆,治肝炎   Disease:肝炎 
红花龙胆,支气管炎   Disease:支气管炎 
红花龙胆,小便不利等症   Disease:小便不利 
龙蒿,治暑湿发热   Disease:暑湿发热 
龙蒿,虚劳等   Disease:虚劳 
龙脷叶,治咳嗽   Disease:咳嗽 
龙脷叶,喉痛   Disease:喉痛 
龙脷叶,急性支气管炎等   Disease:急性支气管炎 
大叶金腰,治小儿惊风和肺   Disease:小儿惊风 
大叶金腰,耳部疾病   Disease:耳部疾病 
蛇莓,治疗疮有特效   Disease:疗疮 Disease:特效 
蛇莓,亦可敷蛇咬伤   Disease:蛇咬伤 
蛇莓,烫伤   Disease:烫伤 
蛇莓,烧伤   Disease:烧伤 
蛇莓,治支气管炎   Disease:支气管炎 
蛇莓,治农业害虫   Disease:农业害虫 
蛇莓,杀蛆   Disease:杀蛆 
蛇莓,孑孓等   Disease:孑孓 
龙眼独活,治小儿痘症   Disease:小儿痘症 
石蒜,治咽喉肿痛   Disease:咽喉肿痛 
石蒜,痈肿疮毒   Disease:痈肿疮毒 
石蒜,瘰疬   Disease:瘰疬 
石蒜,肾炎水肿   Disease:肾炎水肿 
石蒜,毒蛇咬伤等   Disease:毒蛇咬伤 
石蒜,治疗小儿麻痹症的要药   Disease:疗小儿麻痹症 
多蕊木,治跌打损伤   Disease:跌打损伤 
多蕊木,风湿骨痛   Disease:风湿骨痛 
露兜树,治感冒发热   Disease:感冒发热 
露兜树,肾炎   Disease:肾炎 
