HudongItem1,relation,HudongItem2
纤茎秦艽,parent taxon,龙胆属
纤花蒲桃,parent taxon,蒲桃属
纤花轮环藤,parent taxon,轮环藤属
纤茎金丝桃,parent taxon,金丝桃属
纤花鼠李,parent taxon,鼠李属
纤茎堇菜,parent taxon,堇菜属
纤花耳草,parent taxon,耳草属
纤花冬青,parent taxon,冬青
纤柄香草,parent taxon,珍珠菜属
纤柄红豆,parent taxon,红豆属
纤齿枸骨,parent taxon,冬青
仙台薹草,parent taxon,薹草属
仙女木,parent taxon,仙女木属
仙茅,parent taxon,仙茅属
夏河嵩草,parent taxon,嵩草属
夏天麻,parent taxon,天麻属
下紫细辛,parent taxon,细辛属
下延阴地蕨,parent taxon,阴地蕨属
下田菊属,parent taxon,菊科
下田菊,parent taxon,下田菊属
下曲茴芹,parent taxon,茴芹属
下龙新木姜子,parent taxon,新木姜子属
狭叶紫金牛,parent taxon,紫金牛属
狭颖鹅观草,parent taxon,鹅观草属
狭颖早熟禾,parent taxon,早熟禾属
狭叶栀子,parent taxon,栀子属
狭叶猪屎豆,parent taxon,线叶猪屎豆
狭叶帚菊,parent taxon,帚菊属
狭叶珍珠菜,parent taxon,珍珠菜属
狭叶獐牙菜,parent taxon,獐牙菜属
狭叶鸢尾兰,parent taxon,鸢尾兰属
狭翼风毛菊,parent taxon,风毛菊属
狭叶沿阶草,parent taxon,沿阶草属
狭叶一担柴,parent taxon,一担柴属
狭叶弯蕊芥,parent taxon,弯蕊芥属
狭叶兔儿风,parent taxon,兔儿风属
狭叶水竹叶,parent taxon,水竹叶属
狭叶石韦,parent taxon,石韦属
狭叶溲疏,parent taxon,溲疏属
狭叶山蚂蝗,parent taxon,山蚂蝗属
狭叶山榄,parent taxon,山榄属
狭叶山姜,parent taxon,山姜属
狭叶山胡椒,parent taxon,山胡椒属
狭叶山梗菜,parent taxon,半边莲属
狭叶泡花树,parent taxon,泡花树属
狭叶瓶尔小草,parent taxon,瓶尔小草属
狭叶牡蒿,parent taxon,蒿属
狭叶母草,parent taxon,母草属
狭叶米口袋,parent taxon,米口袋属
狭叶芒毛苣苔,parent taxon,芒毛苣苔属
狭叶盆距兰,parent taxon,盆距兰属
狭叶木犀榄,parent taxon,木犀榄属
狭叶龙头草,parent taxon,龙头草属
狭叶金粟兰,parent taxon,金粟兰属
狭叶金石斛,parent taxon,金石斛属
狭叶卷柏,parent taxon,卷柏
狭叶豇豆,parent taxon,豇豆属
狭叶鸡矢藤,parent taxon,鸡矢藤属
狭叶锦鸡儿,parent taxon,锦鸡儿属
狭叶黄杨,parent taxon,黄杨属
狭叶剪秋罗,parent taxon,剪秋罗属
狭叶黄芩,parent taxon,黄芩属
狭叶黄精,parent taxon,黄精属
狭叶花柱草,parent taxon,花柱草属
狭叶花佩菊,parent taxon,花佩菊属
狭叶耳唇兰,parent taxon,耳唇兰属
狭叶冬青,parent taxon,冬青
狭叶谷精草,parent taxon,谷精草属
狭叶鹅掌柴,parent taxon,鹅掌柴属
狭叶吊兰,parent taxon,吊兰属
狭叶吊灯花,parent taxon,吊灯花属
狭叶点地梅,parent taxon,点地梅属
狭序拉拉藤,parent taxon,拉拉藤属
狭叶白蝶兰,parent taxon,白蝶兰属
狭叶斑籽,parent taxon,斑籽属
狭序翠雀花,parent taxon,翠雀属
狭序泡花树,parent taxon,泡花树属
狭穗阔蕊兰,parent taxon,阔蕊兰属
狭穗八宝,parent taxon,八宝属
狭距紫堇,parent taxon,紫堇属
狭裂白蒿,parent taxon,蒿属
狭盔马先蒿,parent taxon,马先蒿属
狭花紫堇,parent taxon,紫堇属
狭花芒毛苣苔,parent taxon,芒毛苣苔属
狭花心萼薯,parent taxon,心萼薯属
狭花凤仙花,parent taxon,凤仙花属
狭果蝇子草,parent taxon,蝇子草属
狭唇马先蒿,parent taxon,马先蒿属
狭唇角盘兰,parent taxon,角盘兰属
狭唇卷瓣兰,parent taxon,石豆兰属
狭长花沙参,parent taxon,沙参属
狭长斑鸠菊,parent taxon,斑鸠菊属
狭被楼梯草,parent taxon,楼梯草属
狭瓣瑞香,parent taxon,瑞香属
虾子花属,parent taxon,千屈菜科
狭瓣龙胆,parent taxon,龙胆属
狭瓣粉条儿菜,parent taxon,粉条儿菜属
虾子草属,parent taxon,玄参科
虾子草,parent taxon,虾子草属
虾须草属,parent taxon,菊科
虾须草,parent taxon,虾须草属
虾子草属,parent taxon,透骨草科
细棕竹,parent taxon,棕竹属
细枝木麻黄,parent taxon,木麻黄属
细枝箭竹,parent taxon,箭竹属
细枝冬青,parent taxon,冬青
细枝补血草,parent taxon,补血草属
细毡毛忍冬,parent taxon,忍冬属
细早熟禾,parent taxon,早熟禾属
细圆齿火棘,parent taxon,火棘属
细叶鸦葱,parent taxon,鸦葱属
细叶香桂,parent taxon,樟属
细叶蚊子草,parent taxon,蚊子草属
细叶乌头,parent taxon,乌头属
细叶天芥菜,parent taxon,天芥菜属
细叶沙参,parent taxon,沙参属
细叶山蚂蝗,parent taxon,山蚂蝗属
细叶千斤拔,parent taxon,千斤拔属
细叶忍冬,parent taxon,忍冬属
细叶楠,parent taxon,楠属
细叶蓼,parent taxon,蓼属
细叶亮蛇床,parent taxon,亮蛇床属
细叶连蕊茶,parent taxon,山茶属
细叶芨芨草,parent taxon,芨芨草属
细叶黄乌头,parent taxon,乌头属
细叶金丝桃,parent taxon,金丝桃属
细叶孩儿参,parent taxon,孩儿参属
细叶谷木,parent taxon,谷木属
细叶藁本,parent taxon,藁本属
细叶繁缕,parent taxon,繁缕属
细叶白头翁,parent taxon,白头翁属
细序苎麻,parent taxon,苎麻属
细序鹅掌柴,parent taxon,鹅掌柴属
细序嵩草,parent taxon,嵩草属
细野麻,parent taxon,苎麻属
细辛叶獐牙菜,parent taxon,獐牙菜属
细叶百脉根,parent taxon,百脉根属
细辛锦香草,parent taxon,锦香草属
细小马先蒿,parent taxon,马先蒿属
细辛,parent taxon,细辛属
细小棘豆,parent taxon,棘豆属
细尾楼梯草,parent taxon,楼梯草属
细瘦胡麻草,parent taxon,胡麻草属
细砂仁,parent taxon,豆蔻属
细瘦马先蒿,parent taxon,马先蒿属
细毛火烧兰,parent taxon,火烧兰属
细罗伞,parent taxon,紫金牛属
细裂叶莲蒿,parent taxon,蒿属
细距舌唇兰,parent taxon,舌唇兰属
细茎银莲花,parent taxon,银莲花属
细茎盆距兰,parent taxon,盆距兰属
细茎飞蓬,parent taxon,飞蓬属
细茎母草,parent taxon,母草属
细茎豇豆,parent taxon,豇豆属
细茎灯心草,parent taxon,灯心草属
细茎翠雀花,parent taxon,翠雀属
细尖栒子,parent taxon,栒子属
细花泡花树,parent taxon,泡花树属
细花黄芩,parent taxon,黄芩属
细花铁线莲,parent taxon,铁线莲属
细花短蕊茶,parent taxon,山茶属
细梗香草,parent taxon,珍珠菜属
细梗小檗,parent taxon,小檗属
细梗丝瓣芹,parent taxon,丝瓣芹属
细梗杨桐,parent taxon,杨桐属
细梗树参,parent taxon,树参属
细梗蔷薇,parent taxon,蔷薇属
细梗千里光,parent taxon,千里光属
细根茎珍珠茅,parent taxon,珍珠茅属
细梗凤仙花,parent taxon,凤仙花属
细赤箭,parent taxon,天麻属
细刺枸骨,parent taxon,冬青
细齿山芝麻,parent taxon,山芝麻属
细齿南星,parent taxon,天南星属
细柄十大功劳,parent taxon,十大功劳属
细柄黍,parent taxon,黍属
细柄茅,parent taxon,细柄茅属
细柄罗伞,parent taxon,紫金牛属
细柄半枫荷,parent taxon,半枫荷属
喜荫筋骨草,parent taxon,筋骨草属
细苞虫实,parent taxon,虫实属
喜雨草,parent taxon,喜雨草属
喜盐鸢尾,parent taxon,鸢尾属
喜盐草属,parent taxon,水鳖科
喜马拉雅嵩草,parent taxon,嵩草属
喜马拉雅沙参,parent taxon,沙参属
喜马拉雅乱子草,parent taxon,乱子草属
喜马拉雅大黄,parent taxon,大黄属
喜马拉雅垂头菊,parent taxon,垂头菊属
喜马灯心草,parent taxon,灯心草属
喜光花,parent taxon,喜光花属
喜马红景天,parent taxon,红景天属
锡叶藤,parent taxon,锡叶藤属
膝瓣乌头,parent taxon,乌头属
锡生藤,parent taxon,锡生藤属
锡兰玉心花,parent taxon,乌口树属
锡兰肉桂,parent taxon,樟属
锡兰莲属,parent taxon,毛茛科
锡兰蒲桃,parent taxon,蒲桃属
锡生藤属,parent taxon,防己科
锡兰肉桂,this taxon is source of,桂皮
锡金鳞毛蕨,parent taxon,鳞毛蕨属
锡金龙胆,parent taxon,龙胆属
锡金龙竹,parent taxon,牡竹属
锡金灯心草,parent taxon,灯心草属
锡金粗叶木,parent taxon,粗叶木属
溪木贼,parent taxon,木贼属
溪南山南星,parent taxon,天南星属
溪畔冬青,parent taxon,冬青
溪畔黄球花,parent taxon,马蓝属
溪畔蛇根草,parent taxon,蛇根草属
溪畔落新妇,parent taxon,落新妇属
溪边野古草,parent taxon,野古草属
溪堇菜,parent taxon,堇菜属
稀序卫矛,parent taxon,卫矛属
稀脉浮萍,parent taxon,浮萍属
稀花黄堇,parent taxon,紫堇属
稀穗早熟禾,parent taxon,早熟禾属
稀蕊唐松草,parent taxon,唐松草属
稀齿楼梯草,parent taxon,楼梯草属
矽镁马先蒿,parent taxon,马先蒿属
稀花勿忘草,parent taxon,勿忘草属
稀花蓼,parent taxon,蓼属
希萨尔早熟禾,parent taxon,早熟禾属
西域橐吾,parent taxon,橐吾属
西域龙胆,parent taxon,龙胆属
西双版纳粗榧,parent taxon,三尖杉属
西山小檗,parent taxon,小檗属
西蜀海棠,parent taxon,苹果属
西山委陵菜,parent taxon,委陵菜属
西山堇菜,parent taxon,堇菜属
西南蔗茅,parent taxon,蔗茅属
西南獐牙菜,parent taxon,獐牙菜属
西山银穗草,parent taxon,银穗草属
西南银莲花,parent taxon,银莲花属
西南新耳草,parent taxon,新耳草属
西南委陵菜,parent taxon,委陵菜属
西南五月茶,parent taxon,五月茶属
西南臀果木,parent taxon,臀果木属
西南唐松草,parent taxon,唐松草属
西南天门冬,parent taxon,天门冬属
西南铁线莲,parent taxon,铁线莲属
西南水苏,parent taxon,水苏属
西南水芹,parent taxon,水芹属
西南石韦,parent taxon,石韦属
西南轮环藤,parent taxon,轮环藤属
西南犁头尖,parent taxon,犁头尖属
西南荩草,parent taxon,荩草属
西南毛茛,parent taxon,毛茛属
西南牡蒿,parent taxon,蒿属
西南金丝梅,parent taxon,金丝桃属
西南菅草,parent taxon,菅属
西南花楸,parent taxon,花楸属
西南虎刺,parent taxon,虎刺属
西南粗糠树,parent taxon,厚壳树属
西南草莓,parent taxon,草莓属
西南齿唇兰,parent taxon,开唇兰属
西南白头翁,parent taxon,白头翁属
西南楤木,parent taxon,楤木属
西南菝葜,parent taxon,菝葜属
西南吊兰,parent taxon,吊兰属
西桦,parent taxon,桦木属
西江秋海棠,parent taxon,秋海棠属
西川红景天,parent taxon,红景天属
西畴油果樟,parent taxon,油果樟属
西畴油丹,parent taxon,油丹属
西垂茉莉,parent taxon,大青属
西畴酸脚杆,parent taxon,酸脚杆属
西畴润楠,parent taxon,润楠属
西畴瑞香,parent taxon,瑞香属
西畴悬钩子,parent taxon,悬钩子属
西畴花椒,parent taxon,花椒
西藏苎麻,parent taxon,苎麻属
西昌小檗,parent taxon,小檗属
西畴黄芩,parent taxon,黄芩属
西藏燥原荠,parent taxon,燥原荠属
西藏鸢尾,parent taxon,鸢尾属
西藏玉山竹,parent taxon,玉山竹属
西藏玉凤花,parent taxon,玉凤花属
西藏银莲花,parent taxon,银莲花属
西藏岩梅,parent taxon,岩梅属
西藏野丁香,parent taxon,野丁香属
西藏岩参,parent taxon,岩参属
西藏延龄草,parent taxon,延龄草属
西藏卫矛,parent taxon,卫矛属
西藏细距堇菜,parent taxon,堇菜属
西藏香茶菜,parent taxon,香茶菜属
西藏无柱兰,parent taxon,无柱兰属
西藏洼瓣花,parent taxon,洼瓣花属
西藏土当归,parent taxon,楤木属
西藏通脱木,parent taxon,通脱木属
西藏委陵菜,parent taxon,委陵菜属
西藏通泉草,parent taxon,通泉草属
西藏葶苈,parent taxon,葶苈属
西藏铁线莲,parent taxon,铁线莲属
西藏天门冬,parent taxon,天门冬属
西藏素馨,parent taxon,素馨属
西藏山胡椒,parent taxon,山胡椒属
西藏沙棘,parent taxon,沙棘属
西藏珊瑚苣苔,parent taxon,珊瑚苣苔属
西藏蛇头荠,parent taxon,蛇头荠属
西藏三毛草,parent taxon,三毛草属
西藏三瓣果,parent taxon,三瓣果属
西藏秦艽,parent taxon,龙胆属
西藏山茉莉,parent taxon,山茉莉属
西藏蔷薇,parent taxon,蔷薇属
西藏茜草,parent taxon,茜草属
西藏蒲桃,parent taxon,蒲桃属
西藏千里光,parent taxon,千里光属
西藏婆婆纳,parent taxon,婆婆纳属
西藏念珠芥,parent taxon,念珠芥属
西藏木莲,parent taxon,木莲属
西藏木姜子,parent taxon,木姜子属
西藏木瓜,parent taxon,木瓜属
西藏牡竹,parent taxon,牡竹属
西藏梅花草,parent taxon,梅花草属
西藏猫乳,parent taxon,猫乳属
西藏牻牛儿苗,parent taxon,牻牛儿苗属
西藏马先蒿,parent taxon,马先蒿属
西藏蓼,parent taxon,蓼属
西藏冷杉,parent taxon,冷杉属
西藏栎,parent taxon,栎属
西藏鳞果草,parent taxon,鳞果草属
西藏阔蕊兰,parent taxon,阔蕊兰属
西藏狼尾草,parent taxon,狼尾草属
西藏卷柏,parent taxon,卷柏
西藏九节,parent taxon,九节属
西藏堇菜,parent taxon,堇菜属
西藏金丝桃,parent taxon,金丝桃属
西藏厚棱芹,parent taxon,厚棱芹属
西藏弓果藤,parent taxon,弓果藤属
西藏高山紫堇,parent taxon,紫堇属
西藏红杉,parent taxon,落叶松属
西藏附地菜,parent taxon,附地菜属
西藏沟酸浆,parent taxon,沟酸浆属
西藏凤仙花,parent taxon,凤仙花属
西藏风毛菊,parent taxon,风毛菊属
西藏繁缕,parent taxon,繁缕属
西藏鹅掌柴,parent taxon,鹅掌柴属
西藏鹅观草,parent taxon,鹅观草属
西藏隔距兰,parent taxon,隔距兰属
西藏对叶兰,parent taxon,对叶兰属
西藏对叶黄堇,parent taxon,紫堇属
西藏多榔菊,parent taxon,多榔菊属
西藏吊灯花,parent taxon,吊灯花属
西藏钓樟,parent taxon,山胡椒属
西藏独花报春,parent taxon,独花报春属
西藏点地梅,parent taxon,点地梅属
西藏地杨梅,parent taxon,地杨梅属
西藏冬青,parent taxon,冬青
西藏地不容,parent taxon,千金藤属
西藏灯心草,parent taxon,灯心草属
西藏党参,parent taxon,党参属
西藏单球芹,parent taxon,单球芹属
西藏大黄,parent taxon,大黄属
西藏大豆蔻,parent taxon,大豆蔻属
西藏大青,parent taxon,大青属
西藏糙苏,parent taxon,糙苏属
西藏杓兰,parent taxon,杓兰属
西藏草莓,parent taxon,草莓属
西藏斑籽木,parent taxon,斑籽属
西藏暗罗,parent taxon,暗罗属
西伯利亚铁线莲,parent taxon,铁线莲属
西伯利亚远志,parent taxon,远志属
西伯利亚庭荠,parent taxon,庭荠属
西伯利亚小檗,parent taxon,小檗属
西伯利亚紫菀,basionym,西伯利亚紫菀
西伯利亚三毛草,parent taxon,三毛草属
西伯利亚雀麦,parent taxon,雀麦属
西伯利亚婆罗门参,parent taxon,婆罗门参属
西伯利亚耧斗菜,parent taxon,耧斗菜属
西伯利亚蓼,parent taxon,蓼属
西伯利亚葶苈,parent taxon,葶苈属
西伯利亚离子芥,parent taxon,离子芥属
西伯利亚冷杉,parent taxon,冷杉属
西伯利亚卷柏,parent taxon,卷柏
西伯利亚接骨木,parent taxon,接骨木属
西伯利亚剪股颖,parent taxon,剪股颖属
西伯利亚还阳参,parent taxon,还阳参属
西伯利亚刺柏,parent taxon,刺柏
西伯利亚冰草,parent taxon,冰草属
西伯利亚滨藜,parent taxon,滨藜属
西伯利亚败酱,parent taxon,败酱属
西北沼委陵菜,parent taxon,沼委陵菜属
云状雪兔子,parent taxon,风毛菊属
云叶兰,parent taxon,云叶兰属
云中冬青,parent taxon,冬青
芸香草,parent taxon,芸香科
芸香,parent taxon,芸香属
云雾薹草,parent taxon,薹草属
云雾算盘子,parent taxon,算盘子属
云雾忍冬,parent taxon,忍冬属
云雾雀儿豆,parent taxon,雀儿豆属
芸香草,taxonomic type,芸香
云雾龙胆,parent taxon,龙胆属
云台南星,parent taxon,天南星属
云实,parent taxon,云实属
芸香科,taxonomic type,芸香属
云生早熟禾,parent taxon,早熟禾属
云南珠子木,parent taxon,珠子木属
云南朱兰,parent taxon,朱兰属
云南沼兰,parent taxon,沼兰属
云南折柄茶,parent taxon,折柄茶属
云南樟,parent taxon,樟属
云南獐牙菜,parent taxon,獐牙菜属
云南鸢尾,parent taxon,鸢尾属
云南粘木,parent taxon,粘木属
云南鱼藤,parent taxon,鱼藤属
云南油杉,parent taxon,油杉属
云南莠竹,parent taxon,莠竹属
云南油丹,parent taxon,油丹属
云南蝇子草,parent taxon,蝇子草属
云南银钩花,parent taxon,银钩花属
云南阴地蕨,parent taxon,阴地蕨属
云南银柴,parent taxon,银柴属
云南杨梅,parent taxon,杨梅属
云南羊角拗,parent taxon,羊角拗属
云南丫蕊花,parent taxon,丫蕊花属
云南羊蹄甲,parent taxon,羊蹄甲属
云南眼树莲,parent taxon,眼树莲属
云南亚麻荠,parent taxon,亚麻荠属
云南崖摩,parent taxon,崖摩属
云南蕈树,parent taxon,蕈树属
云南悬钩子,parent taxon,悬钩子属
云南玄参,parent taxon,玄参属
云南绣线菊,parent taxon,绣线菊属
云南绣线梅,parent taxon,绣线梅属
云南秀柱花,parent taxon,秀柱花属
云南小檗,parent taxon,小檗属
云南香青,parent taxon,香青属
云南香花藤,parent taxon,香花藤属
云南相思树,parent taxon,金合欢
云南腺萼木,parent taxon,腺萼木属
云南橐吾,parent taxon,橐吾属
云南臀果木,parent taxon,臀果木属
云南兔耳草,parent taxon,兔耳草属
云南娃儿藤,parent taxon,娃儿藤属
云南铁木,parent taxon,铁木属
云南卫矛,parent taxon,卫矛属
云南洼瓣花,parent taxon,洼瓣花属
云南糖芥,parent taxon,糖芥属
云南檀栗,parent taxon,檀栗属
云南薹草,parent taxon,薹草属
云南碎米荠,parent taxon,碎米荠属
云南穗花杉,parent taxon,穗花杉属
云南素馨,parent taxon,素馨属
云南苏铁,parent taxon,苏铁属
云南水竹叶,parent taxon,水竹叶属
云南薯蓣,parent taxon,薯蓣属
云南水东哥,parent taxon,水东哥属
云南双盾木,parent taxon,双盾木属
云南树参,parent taxon,树参属
云南鼠尾草,parent taxon,鼠尾草属
云南山檨子,parent taxon,山檨子属
云南山梅花,parent taxon,山梅花属
云南升麻,parent taxon,升麻属
云南山黑豆,parent taxon,山黑豆属
云南莎草,parent taxon,莎草属
云南沙参,parent taxon,沙参属
云南瑞香,parent taxon,瑞香属
云南蕊木,parent taxon,蕊木属
云南肉豆蔻,parent taxon,肉豆蔻属
云南忍冬,parent taxon,忍冬属
云南染木树,parent taxon,染木树属
云南山楂,parent taxon,山楂
