HudongItem,relation,NewNode
新疆火烧兰,IUCN conservation status,无危物种
新疆风毛菊,named after,Albert von Regel
新疆风铃草,subject has role,基名
新疆大蒜芥,topic's main category,Category:Sisymbrium loeselii
新疆党参,basionym,Wahlenbergia clematidea
新疆火烧兰,award received,Orchid of the Year
新疆火烧兰,topic's main category,Category:Epipactis palustris
新疆火烧兰,Status in the Red List of Threatened Species in the Czech Republic,vulnerable
新店獐牙菜,instance of,生物分类单元
新店獐牙菜,taxon rank,种
新店线蕨,instance of,生物分类单元
新风轮,instance of,生物分类单元
新店线蕨,taxon rank,种
新风轮,taxon rank,种
新耳草,instance of,生物分类单元
新粗管马先蒿,instance of,生物分类单元
新多穗薹草,instance of,生物分类单元
新单蕊黄耆,instance of,生物分类单元
新对生耳蕨,instance of,生物分类单元
新耳草属,instance of,生物分类单元
新店线蕨,parent taxon,Colysis
新耳草,taxon rank,种
新粗管马先蒿,taxon rank,种
新多穗薹草,taxon rank,种
新单蕊黄耆,taxon rank,种
新对生耳蕨,taxon rank,种
新耳草属,taxon rank,属
新都桥乌头,instance of,生物分类单元
新刺齿复叶耳蕨,instance of,生物分类单元
新巴黄耆,instance of,生物分类单元
新粗毛鳞盖蕨,instance of,生物分类单元
新店线蕨,basionym,Polypodium shintenense
新单蕊黄耆,parent taxon,黄芪
辛家山蟹甲草,instance of,生物分类单元
辛果漆属,instance of,生物分类单元
新对生耳蕨,parent taxon,Polystichum
新都桥乌头,taxon rank,种
新刺齿复叶耳蕨,taxon rank,种
新巴黄耆,taxon rank,种
新粗毛鳞盖蕨,taxon rank,种
新耳草,basionym,Anotis thwaitesiana
辛家山蟹甲草,taxon rank,种
心脏叶瓶尔小草,instance of,生物分类单元
辛果漆属,taxon rank,属
芯芭属,instance of,生物分类单元
心愿报春,instance of,生物分类单元
心脏形观音座莲,instance of,生物分类单元
新耳草属,topic's main category,Category:新耳草属
新刺齿复叶耳蕨,parent taxon,Arachniodes
新巴黄耆,parent taxon,黄芪
新粗毛鳞盖蕨,parent taxon,Microlepia
辛家山蟹甲草,parent taxon,假千里光属
心脏叶瓶尔小草,taxon rank,种
芯芭属,taxon rank,属
心愿报春,taxon rank,种
心脏形观音座莲,taxon rank,种
辛家山蟹甲草,basionym,Cacalia xinjiashanensis Z.Ying Zhang & Y.H.Guo (1983)
辛果漆属,topic's main category,Category:辛果漆属
芯芭属,parent taxon,列当科
心愿报春,parent taxon,报春花属
心脏形观音座莲,parent taxon,观音座莲属
心脏叶瓶尔小草,IUCN conservation status,无危物种
芯芭属,topic's main category,Category:Cymbaria
心叶小檗,instance of,生物分类单元
心叶小檗,taxon rank,种
心叶西番莲,instance of,生物分类单元
心叶乌蔹莓,instance of,生物分类单元
心叶小花苣苔,instance of,生物分类单元
心叶香草,instance of,生物分类单元
心叶五叶参,instance of,生物分类单元
心叶野靛棵,instance of,生物分类单元
心叶西番莲,taxon rank,种
心叶乌蔹莓,taxon rank,种
心叶小花苣苔,taxon rank,种
心叶香草,taxon rank,种
心叶五叶参,taxon rank,种
心叶野靛棵,taxon rank,种
心叶野荞麦,instance of,生物分类单元
心叶橐吾,instance of,生物分类单元
心叶驼绒藜,instance of,生物分类单元
心叶天名精,instance of,生物分类单元
心叶碎米荠,instance of,生物分类单元
心叶西番莲,parent taxon,西番莲属
心叶五叶参,parent taxon,羽叶五加属
心叶野荞麦,taxon rank,种
心叶橐吾,taxon rank,种
心叶驼绒藜,taxon rank,种
心叶天名精,taxon rank,种
心叶兔儿风,instance of,生物分类单元
心叶碎米荠,taxon rank,种
心叶素馨,instance of,生物分类单元
心叶石蚕属,instance of,生物分类单元
心叶石蚕,instance of,生物分类单元
心叶蛇根草,instance of,生物分类单元
心叶喜林芋,instance of,生物分类单元
心叶舌喙兰,instance of,生物分类单元
心叶兔儿风,taxon rank,种
心叶素馨,taxon rank,种
心叶野荞麦,basionym,Polygonum gilesii
心叶石蚕属,taxon rank,属
心叶石蚕,taxon rank,种
心叶蛇根草,taxon rank,种
心叶喜林芋,taxon rank,种
心叶舌喙兰,taxon rank,种
心叶碎米荠,subject has role,基名
心叶喜林芋,parent taxon,蔓绿绒属
心叶肋柱花,instance of,生物分类单元
心叶肋柱花,taxon rank,种
心叶肋柱花,parent taxon,侧蕊属
心叶黄花稔,instance of,生物分类单元
心叶棱子芹,instance of,生物分类单元
心叶黄花稔,taxon rank,种
心叶棱子芹,taxon rank,种
心叶黄瓜菜,instance of,生物分类单元
心叶虎耳草,instance of,生物分类单元
心叶黄花稔,parent taxon,Sida
心叶黄瓜菜,taxon rank,种
心叶虎耳草,taxon rank,种
心叶黄花稔,topic's main category,Category:Sida cordifolia
心叶棱子芹,basionym,Angelica rivulorum
心叶大戟,instance of,生物分类单元
心叶大黄,instance of,生物分类单元
心叶黄瓜菜,parent taxon,Paraixeris
心叶大戟,taxon rank,种
心叶大黄,taxon rank,种
心叶稷,instance of,生物分类单元
心叶唇柱苣苔,instance of,生物分类单元
心叶薄唇蕨,instance of,生物分类单元
心叶大戟,parent taxon,大戟属
心叶稷,taxon rank,种
心叶唇柱苣苔,taxon rank,种
心叶薄唇蕨,taxon rank,种
心叶大戟,named after,Anders Sparrman
心叶报春,instance of,生物分类单元
心叶斑籽,instance of,生物分类单元
心叶唇柱苣苔,parent taxon,舌唇苣苔属
心叶薄唇蕨,parent taxon,Leptochilus
心叶报春,taxon rank,种
心叶斑籽,taxon rank,种
心叶薄唇蕨,IUCN conservation status,易危物种
心檐南星,instance of,生物分类单元
心形沙拐枣,instance of,生物分类单元
心叶报春,parent taxon,报春花属
心檐南星,taxon rank,种
心形沙拐枣,taxon rank,种
心卵叶四轮香,instance of,生物分类单元
心冀果,instance of,生物分类单元
心卵叶四轮香,taxon rank,种
心冀果,taxon rank,种
心果婆婆纳,instance of,生物分类单元
心萼薯属,instance of,生物分类单元
心果婆婆纳,taxon rank,种
心萼薯属,taxon rank,属
心萼薯,instance of,生物分类单元
心萼凤仙花,instance of,生物分类单元
心萼薯,taxon rank,种
心萼凤仙花,taxon rank,种
心果婆婆纳,has fruit type,蒴果
心萼薯属,topic's main category,Category:心萼薯属
心唇沼兰,instance of,维基媒体重复页面
蟹甲草,instance of,生物分类单元
蟹甲草,taxon rank,种
谢米诺夫棘豆,instance of,生物分类单元
蟹甲草,parent taxon,假千里光属
谢米诺夫棘豆,taxon rank,种
斜羽蹄盖蕨,instance of,生物分类单元
斜羽蹄盖蕨,taxon rank,种
斜羽凤尾蕨,instance of,生物分类单元
谢米诺夫棘豆,subject has role,基名
斜羽耳蕨,instance of,生物分类单元
斜羽蹄盖蕨,parent taxon,Athyrium
斜羽凤尾蕨,taxon rank,种
斜羽耳蕨,taxon rank,种
薤白,instance of,生物分类单元
斜叶榕,instance of,生物分类单元
斜羽凤尾蕨,parent taxon,Pteris
缬草属,instance of,生物分类单元
斜叶马铃苣苔,instance of,生物分类单元
缬草,instance of,生物分类单元
斜羽耳蕨,parent taxon,Polystichum
薤白,taxon rank,种
斜叶榕,taxon rank,种
缬草属,taxon rank,属
斜叶马铃苣苔,taxon rank,种
斜叶蒟,instance of,生物分类单元
斜展假毛蕨,instance of,生物分类单元
缬草,taxon rank,种
斜叶黄檀,instance of,生物分类单元
薤白,parent taxon,葱属
斜叶榕,parent taxon,榕属
斜叶百里香,instance of,生物分类单元
斜须裂稃草,instance of,生物分类单元
斜下假瘤蕨,instance of,生物分类单元
斜叶马铃苣苔,parent taxon,Oreocharis
斜叶蒟,taxon rank,种
斜展假毛蕨,taxon rank,种
斜叶黄檀,taxon rank,种
薤白,IUCN conservation status,无危物种
斜叶百里香,taxon rank,种
斜须裂稃草,taxon rank,种
斜下假瘤蕨,taxon rank,种
斜升秦艽,instance of,生物分类单元
斜升假蹄盖蕨,instance of,生物分类单元
斜脉石楠,instance of,生物分类单元
斜展假毛蕨,parent taxon,Pseudocyclosorus
缬草,has fruit type,胞果
斜叶黄檀,parent taxon,檀属
斜脉胶桉,instance of,生物分类单元
斜脉假卫矛,instance of,生物分类单元
斜脉粗叶木,instance of,生物分类单元
斜下假瘤蕨,parent taxon,Phymatopteris
斜升秦艽,taxon rank,种
斜升假蹄盖蕨,taxon rank,种
斜脉石楠,taxon rank,种
缬草属,taxonomic type,Valeriana pyrenaica
斜叶黄檀,basionym,Derris pinnata
斜脉胶桉,taxon rank,种
斜脉假卫矛,taxon rank,种
斜脉暗罗,instance of,生物分类单元
斜脉粗叶木,taxon rank,种
斜裂铁角蕨,instance of,生物分类单元
斜茎獐牙菜,instance of,生物分类单元
斜下假瘤蕨,basionym,Phymatodes stracheyi
斜升假蹄盖蕨,parent taxon,Athyriopsis
缬草属,has fruit type,胞果
斜基叶柃,instance of,生物分类单元
斜基柳叶蕨,instance of,生物分类单元
斜基贯众,instance of,生物分类单元
斜脉胶桉,parent taxon,桉树
斜脉暗罗,taxon rank,种
斜裂铁角蕨,taxon rank,种
斜茎獐牙菜,taxon rank,种
缬草属,topic's main category,Category:缬草属
斜基叶柃,taxon rank,种
斜基柳叶蕨,taxon rank,种
斜基贯众,taxon rank,种
斜裂铁角蕨,parent taxon,山苏
缬草属,described by source,Encyclopedia of Armenian Nature
斜基叶柃,parent taxon,柃属
斜基柳叶蕨,parent taxon,Cyrtogonellum
斜基贯众,parent taxon,Cyrtomium
斜脉暗罗,subject has role,基名
缬草属,described by source,亚美尼亚苏维埃百科全书
缬草属,described by source,俄语百科全书
缬草属,described by source,俄语百科全书
斜方刺叶耳蕨,instance of,生物分类单元
斜方刺叶耳蕨,taxon rank,种
斜方刺叶耳蕨,parent taxon,Polystichum
斜萼草属,instance of,生物分类单元
斜萼糙苏,instance of,生物分类单元
斜萼草,instance of,生物分类单元
蝎子草,instance of,生物分类单元
斜方复叶耳蕨,instance of,生物分类单元
斜萼草属,taxon rank,属
斜萼糙苏,taxon rank,种
斜萼草,taxon rank,种
蝎子草,taxon rank,种
斜方复叶耳蕨,taxon rank,种
蝎子草属,instance of,生物分类单元
蝎尾山蚂蝗,instance of,生物分类单元
蝎尾菊属,instance of,生物分类单元
蝎尾菊,instance of,生物分类单元
蝎尾蕉属,instance of,生物分类单元
蝎尾蕉,instance of,生物分类单元
斜萼草属,parent taxon,Lamioideae
斜方复叶耳蕨,parent taxon,Arachniodes
蝎子草属,taxon rank,属
蝎尾山蚂蝗,taxon rank,种
蝎尾菊属,taxon rank,属
蝎尾菊,taxon rank,种
蝎尾蕉属,taxon rank,属
斜瓣翻唇兰,instance of,生物分类单元
蝎尾蕉,taxon rank,种
蝎虎驼蹄瓣,instance of,生物分类单元
斜萼草属,topic's main category,Category:斜萼草属
斜萼糙苏,subject has role,基名
蝎子草,subject has role,基名
楔羽短肠蕨,instance of,生物分类单元
楔颖草属,instance of,生物分类单元
楔颖草,instance of,生物分类单元
楔翼锦鸡儿,instance of,生物分类单元
蝎子旃那,instance of,生物分类单元
楔叶獐牙菜,instance of,生物分类单元
蝎尾蕉属,parent taxon,赫蕉科
斜瓣翻唇兰,taxon rank,种
蝎尾蕉,parent taxon,赫蕉属
蝎虎驼蹄瓣,taxon rank,种
蝎子草属,topic's main category,Category:蝎子草属
楔羽短肠蕨,taxon rank,种
楔颖草属,taxon rank,属
楔颖草,taxon rank,种
楔翼锦鸡儿,taxon rank,种
蝎子旃那,taxon rank,种
楔叶獐牙菜,taxon rank,种
楔叶绣线菊,instance of,生物分类单元
楔叶委陵菜,instance of,生物分类单元
蝎尾山蚂蝗,basionym,Hedysarum scorpiurus
蝎尾菊属,topic's main category,Category:蝎尾菊属
蝎尾蕉属,topic's main category,Category:Heliconia
楔羽短肠蕨,parent taxon,Allantodia
楔颖草属,parent taxon,Andropogoninae
蝎子旃那,parent taxon,Hippocrepis
楔叶绣线菊,taxon rank,种
楔叶委陵菜,taxon rank,种
楔颖草属,topic's main category,Category:楔颖草属
蝎子旃那,basionym,Coronilla emerus
蝎子旃那,topic's main category,Category:Hippocrepis emerus
楔叶滇芎,instance of,生物分类单元
楔叶滇芎,taxon rank,种
楔叶叉柱花,instance of,生物分类单元
楔苞楼梯草,instance of,生物分类单元
楔形观音座莲,instance of,生物分类单元
肖竹芋属,instance of,生物分类单元
楔叶叉柱花,taxon rank,种
楔苞楼梯草,taxon rank,种
楔形观音座莲,taxon rank,种
肖竹芋属,taxon rank,属
肖竹芋,instance of,生物分类单元
楔基耳蕨,instance of,生物分类单元
肖鸢尾属,instance of,生物分类单元
楔形毛蕨,instance of,生物分类单元
肖樱叶柃,instance of,生物分类单元
肖鸢尾,instance of,生物分类单元
楔形观音座莲,parent taxon,观音座莲属
肖竹芋,taxon rank,种
楔基耳蕨,taxon rank,种
肖鸢尾属,taxon rank,属
楔形毛蕨,taxon rank,种
肖樱叶柃,taxon rank,种
肖鸢尾,taxon rank,种
肖竹芋属,topic's main category,Category:肖竹芋属
肖散柱茶,instance of,生物分类单元
肖蒲桃属,instance of,化石分类单元
肖蒲桃,instance of,生物分类单元
肖笼鸡属,instance of,生物分类单元
楔叶糙苏,instance of,生物分类单元
肖笼鸡,instance of,生物分类单元
肖榄属,instance of,生物分类单元
楔基耳蕨,parent taxon,Polystichum
楔形毛蕨,parent taxon,Cyclosorus
肖樱叶柃,parent taxon,柃属
肖鸢尾,parent taxon,Dietes
肖散柱茶,taxon rank,种
肖蒲桃属,taxon rank,属
肖蒲桃,taxon rank,种
楔叶糙苏,taxon rank,种
肖笼鸡,taxon rank,种
肖榄属,taxon rank,属
肖竹芋,basionym,Maranta ornata
肖鸢尾属,taxon synonym,Gynandriris
肖鸢尾,topic's main category,Category:Dietes iridioides
肖长尖连蕊茶,instance of,生物分类单元
肖糙果茶,instance of,生物分类单元
肖菝葜属,instance of,生物分类单元
肖菝葜,instance of,生物分类单元
小钻杨,instance of,生物分类单元
筱竹属,instance of,生物分类单元
小紫金牛,instance of,生物分类单元
肖蒲桃属,parent taxon,Syzygieae
肖鸢尾属,endemic to,南非
肖长尖连蕊茶,taxon rank,种
肖糙果茶,taxon rank,种
肖菝葜属,taxon rank,属
肖菝葜,taxon rank,种
小钻杨,taxon rank,种
筱竹属,taxon rank,属
小紫金牛,taxon rank,种
肖蒲桃属,topic's main category,Category:肖蒲桃属
肖榄属,topic's main category,Category:Platea
肖鸢尾属,topic's main category,Category:Moraea
肖菝葜属,parent taxon,菝葜科
肖菝葜属,topic's main category,Category:Heterosmilax
小钻杨,subject has role,基名
筱竹属,topic's main category,Category:筱竹属
小紫金牛,taxon synonym,Ardisia odontophylla
小沼兰,instance of,生物分类单元
小沼兰,taxon rank,种
小泽泻,instance of,生物分类单元
小朱兰,instance of,生物分类单元
小早熟禾,instance of,生物分类单元
小株鹅观草,instance of,生物分类单元
小掌叶毛茛,instance of,生物分类单元
小掌唇兰,instance of,生物分类单元
小针裂叶绢蒿,instance of,生物分类单元
小泽泻,taxon rank,种
小朱兰,taxon rank,种
小早熟禾,taxon rank,种
小株鹅观草,taxon rank,种
小掌叶毛茛,taxon rank,种
小掌唇兰,taxon rank,种
小芸木属,instance of,生物分类单元
小圆叶冬青,instance of,生物分类单元
小鸢尾,instance of,生物分类单元
小玉叶金花,instance of,生物分类单元
小掌唇兰,parent taxon,Staurochilus
小芸木属,taxon rank,属
小圆叶冬青,taxon rank,种
