iplantitem1,relation,iplantitem2
尖果沙枣,功用,果肉含有糖分、淀粉、蛋白质、脂肪和维生素，可以生食或熟食...
胡颓子,功用,种子、叶和根可入药。种子可止泻，叶治肺虚短气，根治吐血及...
牛奶子,功用,本种果实可生食，制果酒、果酱等，叶作土农药可杀棉蚜虫；果...
巫山牛奶子,功用,果实较大，多汁而甜香，可供食用和酿酒。
穇子,功用,本种秆可用作编织和造纸或作家畜饲料，种子可食用或供酿造。
大黄药,功用,全草入药，煎服有清火祛痰之效，又能治炭疽、外伤感染、流感...
酸藤子属,功用,本属的一些种类幼嫩部分可生吃，有酸味，亦可作蔬菜；果亦可...
酸藤子,功用,20．酸藤子（广州植物志）
长叶酸藤子,功用,果可食，味酸，亦有驱蛔虫的作用；全株治产后腹痛、肾炎水肿...
白花酸藤果,功用,2. 白花酸藤果（广州植物志）
短梗酸藤子,功用,果可食，味甜；嫩尖可生食，味酸，亦可作蔬菜。
大叶酸藤子,功用,果可生食，味酸甜，并可药用，可驱蛔虫。
密齿酸藤子,功用,6. 密齿酸藤子（云南植物志）
东北岩高兰,功用,果甜，可食或入药。
榼藤,功用,茎皮及种子均含皂素，可作肥皂的代用品；茎皮的浸液有催吐、...
中麻黄,功用,2. 中麻黄（中国裸子植物志）
昙花,功用,本种为著名的观赏花卉，浆果可食。
杜鹃花科,功用,本科的许多属、种是著名的园林观赏植物，已为世界各地广为利...
枇杷属,功用,多数木材硬重坚韧，可供制农具柄及器物之用。有些种类果实可...
大花枇杷,功用,果实味酸甜，可生食，亦可酿酒。
台湾枇杷,功用,果实味甘美，含水分多，有治愈热病之效。
枇杷,功用,美丽观赏树木和果树。果味甘酸，供生食、蜜饯和酿酒用；叶晒...
野黍,功用,可作饲料、谷粒含淀粉，可食用。
赤才,功用,根稍肥壮，民间作强壮剂入药；木材坚实，可作农具；果皮肉质...
绵参,功用,根入药及供食用，有滋补、调气血、催乳及提中气之效。
鸡头薯,功用,块根可供食用和提取淀粉；入药有滋阴、清热解毒、祛痰、消肿...
芝麻菜,功用,1. 芝麻菜（植物名实图考） 香油罐（黑龙江），臭菜（辽宁）...
刺芹,功用,本植物在南美及其它热带地方，用于利尿、治水肿病与蛇咬伤有...
翅果刺桐,功用,在东南亚常用本种作为行道树或胡椒、咖啡、可可、肉豆蔻等的...
赤苍藤,功用,嫩叶可作蔬菜。茎入药，利尿，治黄胆，也治风湿骨痛；根煮肉...
芡实,功用,种子含淀粉，供食用、酿酒及制副食品用；供药用，功能补脾益...
荞麦属,功用,本属中的荞麦、苦荞麦为粮食作物，金荞麦的块根供药用，清热...
荞麦,功用,种子含丰富淀粉，供食用；为蜜源植物；全草入药，治高血压、...
苦荞麦,功用,种子供食用或作饲料。根供药用，理气止痛，健脾利湿。
贴毛箭竹,功用,大熊猫主要食用竹种。笋可供食用；竿为造纸原料，亦可劈篾作...
伞把竹,功用,笋可食用；竿材因其质较脆，一般不宜作编织之用，而仅以原竹...
昆明实心竹,功用,笋味鲜美，在昆明蔬菜市场上称甜笋，系食用佳品；竿作抬扛和...
察隅箭竹,功用,笋可食用；竿劈篾供编织竹器或用整株结扎扫帚等用。
铁竹,功用,竿极坚硬，故有“铁竹”之称，过去当地苦聪族群众用以制作狩...
铜山阿魏,功用,铜山民间将嫩叶烫熟拌菜吃或腌制咸菜食用。
榕属,功用,本属植物的韧皮纤维可作麻类代用品；有些种类的榕果可食用或...
大果榕,功用,榕果成熟味甜可食。
无花果,功用,新鲜幼果及鲜叶治痔疗效良好。榕果味甜可食或作蜜饯，又可作...
尖叶榕,功用,榕果成熟可食。
异叶榕,功用,茎皮纤维供造纸；榕果成熟可食或作果酱；叶可作猪饲料。
苹果榕,功用,成熟时果实深红色，味甜可食，且为紫胶虫寄主树。
地果,功用,榕果成熟可食；又是水土保持植物。
青果榕,功用,果熟时可食用。
窝竹,功用,笋可食用；竿可劈篾编制筐、箩及背篓等。
岩斑竹,功用,笋味美，供食用；竿供造纸，亦可作竹筷和农具等用。
缺苞箭竹,功用,本种笋味淡甜，在其分布地区内为大熊猫最主要的食用竹之一。
牛麻箭竹,功用,本种是康定地区大熊猫的食用竹。
棉花竹,功用,模式标本采自云南东川。笋供食用；竿材篾质富韧性，最适宜编...
九龙箭竹,功用,笋可食用；竿劈篾供编织用。本种亦是大熊猫取食的竹种之一。
大姚箭竹,功用,笋食用；竿作编织用。
神农箭竹,功用,笋可食用。本种在欧洲庭园中普遍栽培，是欧洲引种我国高山竹...
长圆鞘箭竹,功用,笋可食用；竿供制家具。
少花箭竹,功用,笋可食；竿材供编织筲箕、撮箕或作刷把。本种亦为大熊猫主要...
皱壳箭竹,功用,笋可食用。
糙花箭竹,功用,笋味甜，在其分布区内是大熊猫最主要的食用竹种之一。
箭竹,功用,笋供食用；竿劈篾供编织用。
细枝箭竹,功用,笋食用；竿劈篾可编织竹器，也是做钓鱼竿的优质竹种。在四川...
薄壁箭竹,功用,笋食用；竿供造纸，或劈篾供编织用。
井冈寒竹,功用,笋可食，竹林姿态潇洒，可栽培供观赏。
路边青,功用,全株含鞣质，可提制栲胶；全草入药，有祛风、除湿、止痛、镇...
白毛巨竹,功用,竹材若在秋冬季伐下可不遭虫蛀，其质较韧，不易破裂，适宜制...
银杏,功用,银杏为速生珍贵的用材树种，边材淡黄色，心材淡黄褐色，结构...
银杏科,功用,银杏为中生代孑遗的稀有用材树种，种子可供食用及药用。树形...
山皂荚,功用,本种荚果含皂素，可代肥皂用以洗涤，并可作染料，种子入药，...
皂荚,功用,本种木材坚硬，为车辆、家具用材；荚果煎汁可代肥皂用以洗涤...
珊瑚菜,功用,本种植物根经加工后药用，即商品药材“北沙参”，有清肺、养...
大豆,功用,大豆含脂肪约20%，蛋白质约40%，还含有丰富的维生素，富含营...
野大豆,功用,2.？豆（救荒本草）野大豆（中国主要植物图说??豆科），小落...
狭叶白花野大豆,功用,全株为家畜喜食的饲料，可栽作牧草、绿肥和水土保持植物。茎...
海南山小橘,功用,果微甜，可鲜食。
买麻藤,功用,茎皮含韧性纤维，可织麻袋、渔网、绳索等，又供制人造棉原料...
大子买麻藤,功用,茎皮含韧性纤维，可织麻袋、渔网、绳索等，又供制人造棉原料...
小叶买麻藤,功用,4. 小叶买麻藤（植物分类学报）图版117
梧桐,功用,本种为栽培于庭园的观赏树木。木材轻软，为制木匣和乐器的良...
香港瓜馥木,功用,叶可制酒饼药。果味甜，可食。
茴香,功用,嫩叶可作蔬菜食用或作调味用。果实入药，有驱风祛痰、散寒、...
草莓,功用,果食用，也作果酱或罐头。
东方草莓,功用,果实鲜红色，质软而多汁，香味浓厚，略酸微甜，可生食或供制...
藤黄属,功用,本属多数种的果实都可食用，其中莽吉柿(Garcinia mangostana...
云树,功用,果成熟后味酸甜，可食用；种子含油量约为9.37%。
山木瓜,功用,成熟果外形酷似酸木瓜，故得名，可食用，汁多而味酸甜。
莽吉柿,功用,为著名的热带水果，可生食或制果脯。
岭南山竹子,功用,果可食，种子含油量60.7% ，种仁含油量70% ，可作工业用油；...
大果藤黄,功用,果实中间部分及多汁的假种皮橙红色，当地群众常食用，味颇酸...
大叶藤黄,功用,果成熟后可食用，其味较酸；种子含油量17.72%，可作工业用油...
云南藤黄,功用,果成熟后味酸甜，当地民族喜食用；木材淡黄色，结构致密，可...
棉属,功用,本属是极重要的经济作物，全世界都在广泛栽培，其种子的棉毛...
藤黄科,功用,本科是经济上颇重要的一科。许多种的木材是坚固而耐用的，如...
马蛋果,功用,木材坚实，结构细密，供建筑、家具和器具等用；花香果美可供...
大叶石头花,功用,根可药用，含皂甙，也可用以洗涤。嫩枝叶可食；也可作猪饲料...
北芸香,功用,株高10-50厘米，地下根茎横径可达2厘米。根茎的外皮灰黑色，...
荸荠,功用,球茎富淀粉，供生食、熟食或提取淀粉，味甘美；也供药用，开...
向日葵,功用,种子含油量很高，为半干性油，味香可口，供食用。花穗、种子...
菊芋,功用,可供食用。块茎含有丰富的淀粉，是优良的多汁饲料。新鲜的茎...
广东山龙眼,功用,木材灰白色，适宜做小农具；种子煮熟又经漂浸1-2天，可食用...
深绿山龙眼,功用,种子含淀粉，云南景颇族群众常食用；树皮和果皮可提取单宁。
枇杷叶山龙眼,功用,木材适宜做建筑用材；种子含淀粉，可作糊料用。
焰序山龙眼,功用,种子可供食用。
网脉山龙眼,功用,木材坚韧，淡黄色，适宜做农具；种子煮熟，经漂浸1-2天后，...
调羹树,功用,木材细致，心材红色，适宜做家具等；种子煮熟，并经漂浸后，...
痄腮树,功用,根皮和叶有清热解毒的功效，但有小毒，广西民间用于治腮腺炎...
七指蕨,功用,在南洋各地，本种植物的嫩叶作蔬菜用，根作补剂。在自然界中...
黄花菜,功用,黄花菜是重要的经济作物。它的花经过蒸、晒，加工成干菜，即...
半蒴苣苔属,功用,大部分种类为民间草药和青饲料，半蒴苣苔的叶可作蔬菜，花和...
半蒴苣苔,功用,8.半蒴苣苔（中国高等植物图鉴）石花（安徽），牛蹄草、牛舌...
沙棘属,功用,沙棘植物经济价值较大，国内外通常利用其果实作药用及酿酒，...
西藏沙棘,功用,本种果实较大，多汁，微酸而甜香，当地群众喜欢生食，可提取...
八月瓜属,功用,有些种类的根药用，治肾炎、肾虚腰痛、胃痛、跌打、风湿骨痛...
鹰爪枫,功用,果可食，亦可酿酒；根和茎皮药用，治关节炎及风湿痹痛。
五月瓜藤,功用,果可食；根药用，治劳伤咳嗽，果治肾虚腰痛、疝气；种子含油...
玉簪,功用,全草供药用。花清咽、利尿、通经，亦可供蔬食或作甜菜，但须...
蕺菜,功用,全株入药，有清热、解毒、利水之效，治肠炎、痢疾、肾炎水肿...
枳椇属,功用,此属的木材坚硬，纹理致密，为制造各种细木工及家具的良好用...
枳椇,功用,Hovenia acerba Lindl. in Bot. Reg. 6: t. 501. 1820;陈嵘…
仔榄树,功用,果熟时橙红色，可食。材质坚硬，常用来做筷子。
水鳖,功用,可作饲料及用于沤绿肥；幼叶柄作蔬菜。
量天尺,功用,本种分枝扦插容易成活，常作嫁接蟹爪属Schlumbergera仙人棒…
孪叶豆,功用,本种材质重而坚韧，貌似桃花心木，可用于建筑、造船和造高级...
茶茱萸科,功用,本科有一定的经济价值，有些种子或肉质果皮可食[如假海桐Pit...
红茴香,功用,本种在我国分布广，叶绿花红美丽，可栽培作规赏和经济树种。...
闽皖八角,功用,本种有毒，食后有腹泻等中毒症状，不能代替八角食用，应注意...
八角,功用,八角为经济树种。果为著名的调味香料，味香甜。也供药用，有...
槽茎凤仙花,功用,据文献记载此种的种子大，可食。
丝茅,功用,根状茎含果糖、葡萄糖等，味甜可食，入药为利尿剂、清凉剂；...
花木蓝,功用,茎皮纤维供制人造棉、纤维板和造纸用；枝条可编筐；种子含油...
甜大节竹,功用,笋味鲜美，广西大青山地区群众挖笋食用，俗称“甜竹”。
粗穗大节竹,功用,竿供围篱及编织用；笋味苦，但用水浸漂后仍可食用。
摆竹,功用,本种竿表面易遭病菌侵染而形成或大或小的紫黑色斑点，故有泪...
瘤枝微花藤,功用,果肉可食，先甜后辣。
番薯属,功用,本属有些种类供食用，如蕹菜、番薯，有些种类用以观赏，有些...
蕹菜,功用,除供蔬菜食用外，尚可药用，内服解饮食中毒，外敷治骨折、腹...
番薯,功用,番薯是一种高产而适应性强的粮食作物，与工农业生产和人民生...
七爪龙,功用,块根磨碎用以消肿及泻下；块根还可提取淀粉，可食用。植株栽...
野核桃,功用,5.野核桃（通称）山核桃（云南、湖北）图版9：1-4
山柰,功用,根茎所含挥发油的主要成分为龙脑(Borneol )、甲基对位邻羟基...
马兰,功用,1. 马兰（本草纲目）马兰头（救荒本草）鸡儿肠（误用名）田...
刺楸,功用,1.刺楸 鼓钉刺（浙江土名），刺枫树（江西土名），刺桐（湖...
吊灯树,功用,为优美园林树种，供观赏；果肉可食；树皮入药可治皮肤病。
瓠子,功用,果实嫩时柔软多汁，可作蔬菜。
短柄野芝麻,功用,据报道本种花入药，叶富含胡萝卜素，幼叶可食，又是很好的蜜...
螫麻,功用,韧皮纤维坚韧可供纺织用，嫩叶可食。
心叶艾麻,功用,韧皮纤维坚韧可供纺织用，嫩叶可食。
